"","fit.rr.lag0","fit.rr.lag1","fit.rr.lag2","fit.rr.lag3","fit.rr.lag4","fit.rr.lag5","fit.rr.lag6","fit.rr.lag7","fit.rr.lag8","fit.rr.lag9","fit.rr.lag10","fit.rr.lag11","fit.rr.lag12","fit.rr.lag13","refT","counterfactual_temp","lci.rr.lag0","lci.rr.lag1","lci.rr.lag2","lci.rr.lag3","lci.rr.lag4","lci.rr.lag5","lci.rr.lag6","lci.rr.lag7","lci.rr.lag8","lci.rr.lag9","lci.rr.lag10","lci.rr.lag11","lci.rr.lag12","lci.rr.lag13","uci.rr.lag0","uci.rr.lag1","uci.rr.lag2","uci.rr.lag3","uci.rr.lag4","uci.rr.lag5","uci.rr.lag6","uci.rr.lag7","uci.rr.lag8","uci.rr.lag9","uci.rr.lag10","uci.rr.lag11","uci.rr.lag12","uci.rr.lag13","label"
"132",0.999821116139807,0.999542733710152,0.999181034085019,0.998766557252667,0.998331877592132,0.997906285857989,0.997515773093212,0.997183042891522,0.996927527967125,0.996765408433252,0.996709629572919,0.996769917263257,0.996952789587699,0.997261563538247,"per05",-1.5901824,0.997506946163162,0.995651592257796,0.994300279303722,0.993268981125767,0.992394058063372,0.991573477291839,0.990780713728811,0.99005380857182,0.989463469628127,0.989076933705715,0.988926875694988,0.988982862005864,0.989122247640299,0.989117121396621,1.00214065488376,1.00344908227102,1.0040857471893,1.00429456153533,1.00430522504498,1.00427953970152,1.00429661556987,1.00436361379672,1.00444789173689,1.00451364862657,1.00455363293189,1.00461828625207,1.00484532325284,1.00547306744269,"ERValues"
"133",0.999898023074235,0.999734033735079,0.999517944363089,0.999268483230728,0.999005637461885,0.998747390547999,0.998509711079507,0.998306557179872,0.998149882594977,0.998049643458866,0.998013804899099,0.998048346786406,0.998157268073589,0.998342589307733,"per05",-1.2851355,0.998511999184393,0.997402402732077,0.996592129078687,0.995971711142348,0.995443678416997,0.994947343380659,0.99446722961593,0.994026562669191,0.993668156122729,0.99343270944039,0.993340095970061,0.993372173821024,0.993455297442903,0.993452507077926,1.0012859708891,1.00207111539984,1.00245234931505,1.00257616798468,1.00258034213218,1.00256195140651,1.00256862511713,1.00260498012466,1.00265182293042,1.00268803447139,1.00270950383462,1.00274653224034,1.00288149287904,1.00325674204322,"ERValues"
"134",0.999966886116658,0.999911596904975,0.999837616467631,0.999751534302813,0.999660386637807,0.999570508178217,0.99948752773448,0.999416368748386,0.999361250028974,0.999325686576409,0.999312490389863,0.999323771172861,0.999360936866892,0.999424693961415,"per05",-0.9800887,0.999491065804758,0.99911077670628,0.998832313306875,0.998618361456184,0.998435656496634,0.99826352159434,0.998096794815883,0.997943609304445,0.997818829074751,0.997736579249639,0.997703791383493,0.99771427083844,0.997742672636292,0.997741822309094,1.00044293294881,1.00071305898744,1.00084393144432,1.00088599300673,1.00088661909303,1.00087920594746,1.00088019847921,1.00089130168225,1.00090605524608,1.00091732489397,1.00092378326479,1.00093586793333,1.00098182580143,1.0011104040805,"ERValues"
"135",1.00000000000603,1.00000000001632,1.00000000003021,1.00000000004644,1.00000000006367,1.0000000000807,1.00000000009645,1.00000000010998,1.00000000012048,1.00000000012729,1.00000000012987,1.0000000001278,1.00000000012084,1.00000000010884,"per05",-0.8180323,0.999999999916557,0.9999999998657,0.99999999984109,0.999999999833227,0.999999999833194,0.999999999834703,0.999999999834652,0.999999999832709,0.999999999830074,0.999999999828076,0.999999999826958,0.999999999824752,0.99999999981615,0.999999999791997,1.0000000000955,1.00000000016693,1.00000000021932,1.00000000025965,1.00000000029415,1.0000000003267,1.00000000035825,1.00000000038725,1.00000000041089,1.0000000004265,1.00000000043277,1.00000000043086,1.00000000042553,1.00000000042568,"per05"
"136",1.00002712863233,1.00007443203543,1.00013879422953,1.00021431634034,1.00029469634309,1.00037425718994,1.00044795100922,1.00051135950911,1.00056069455269,1.00059279880699,1.00060514638229,1.00059584339215,1.00056362837814,1.00050787255746,"per05",-0.6750418,0.999612103225581,0.99937581103749,0.999261594372859,0.999225295893697,0.999225496911196,0.999232986811473,0.999233326042094,0.999224915267998,0.999213273710847,0.999204521101265,0.999199738690573,0.999189784142798,0.999150031965067,0.999038045899814,1.00044232635202,1.00077354140952,1.00101676413439,1.0012043157068,1.0013650398485,1.00151683106628,1.00166405242211,1.00179945997272,1.00190993236693,1.00198300536206,1.0020125308267,1.00200388124722,1.00197922474592,1.0019798616857,"ERValues"
"137",1.00007817397694,1.00022154770126,1.00042022056181,1.00065543324484,1.00090713462613,1.00115725173851,1.00138970375214,1.00159040586943,1.00174727499016,1.00185023615986,1.00189122895282,1.00186421308095,1.00176517265997,1.00159211870643,"per05",-0.369995,0.998793999731919,0.998060195340635,0.997706347663669,0.997595236760345,0.997598314164194,0.99762487334433,0.997629892375519,0.997608050617556,0.997576056978521,0.997552522249547,0.997540544399707,0.997511690909963,0.997389751933819,0.997043591274909,1.00136399931666,1.00238758058521,1.00314147549788,1.00372501710628,1.00422692973858,1.00470213753648,1.00516368489422,1.00558865829989,1.0059359343383,1.00616646573169,1.0062608886305,1.00623572695842,1.00615978779482,1.00616139658656,"ERValues"
"138",1.00011944570495,1.00035195281234,1.00068063848628,1.00107348844911,1.00149626832046,1.00191810407217,1.00231150645132,1.00265238177087,1.00292004796379,1.00309725302187,1.00317019333999,1.00312852989072,1.00296540056281,1.00267742741194,"per05",-0.0649481,0.997989088755416,0.996766949360213,0.99617909523199,0.995996861243024,0.996006291564546,0.996056325393645,0.996071661029135,0.996042815434801,0.995996862843316,0.995964111863148,0.995949269327081,0.995904907119811,0.995704548159006,0.995130887171132,1.00225435021998,1.00394985020097,1.00520252335562,1.00617599138312,1.00701650577356,1.0078143792429,1.00859044110012,1.00930580803592,1.00989135621999,1.01028148206838,1.0104434711677,1.01040454795114,1.01027920037731,1.01028119657645,"ERValues"
"139",1.00012860338402,1.00038334517698,1.00074547201634,1.00117941577294,1.00164713744296,1.00211432695234,1.00255043035864,1.00292866298973,1.00322602911438,1.00342334459021,1.00350525942625,1.00346027769527,1.00328077273544,1.00296299609332,"per05",0.0152671,0.997779672679674,0.996430674770369,0.995782239014737,0.995581931916693,0.995593631662326,0.995650599706588,0.995669622110741,0.995640045074144,0.995591527466743,0.995557318643419,0.995542478888164,0.995494634407725,0.995274311650548,0.99464197135614,1.00248306384169,1.00435169515242,1.00573344303883,1.00680837049513,1.00773745034156,1.00862001647875,1.00947879004439,1.01027063748874,1.01091907446574,1.01135152101596,1.01153172973674,1.01148965962168,1.01135164161058,1.01135363326862,"meanMinus10"
"140",1.00015036749132,1.00046465638947,1.00091879065179,1.00146708407144,1.00206066175971,1.00265542277285,1.00321207500835,1.00369615604241,1.00407806490665,1.00433309893394,1.00444149060883,1.00438844017522,1.00416414058608,1.00376379222706,"per05",0.2400987,0.997197780891901,0.99549671792049,0.994680627772803,0.994431092343157,0.994450523605293,0.994528674954204,0.994560266308301,0.994531187484761,0.994478020964787,0.99444195164001,0.994428872475658,0.994372658039455,0.994097904842388,0.993303705451205,1.00311169635612,1.00545738691671,1.00719607631554,1.00855285821298,1.00972903730388,1.01084857795788,1.01193914691398,1.01294558313661,1.01377078142823,1.01432262783238,1.01455492291247,1.01450510590929,1.01433230703655,1.01433403002194,"ERValues"
"141",1.00015864153284,1.00049975165929,1.00099668323752,1.00159886014519,1.00225216882198,1.00290777249126,1.00352214959996,1.00405711886416,1.00447987781586,1.00476304765349,1.00488471818322,1.004828487637,1.00458349317226,1.00414442889837,"per05",0.3469101,0.996923987943406,0.995057492562,0.994162873549857,0.993890698917709,0.993914525459341,0.994003663289563,0.994042406189505,0.994014909631525,0.993960877045736,0.993925102540774,0.993913791908354,0.993854343884549,0.993554543928409,0.992684823018662,1.00340379038969,1.00597177605588,1.00787746807996,1.00936680234212,1.01065975411127,1.01189164313007,1.01309229713661,1.01420078126948,1.01511020024839,1.01571917174565,1.01597674271058,1.0159238079299,1.01573486923421,1.01573632507191,"per10"
